chapter,verse,sanskrit,hindi,english
13,12,ज्ञेयं यत्तत्पवक्ष्यामि यज्ज्ञात्वामृतमश्नुते | अनादिमत्परं ब्रह्म न सतत्रासदृश्च्यते ॥१२॥ न चास्य सत्यमिति तद्विद्धि यत्सत्त्वमित्यभिधीयते। नासत्त्वमिति च यद्वेदोभयमेतद्विदुरिन्द्रियाणाम्॥१२॥,"जो जानने योग्य है तथा जिसको जानकर मनुष्य अमृतत्व को प्राप्त होता है, वह अनादि और परम ब्रह्म है, और उसका कोई समान नहीं है ॥१२॥ परमानन्द को प्राप्त होता है, उसको भलीभाँति कहूँगा। वह अनादिवाला परमब्रह्म न सत् ही कहा जाता है, न असत् ही।","That which is to be known, which when known one attains immortality, is the beginningless supreme Brahman; there is nothing like it anywhere. I shall speak to you at length about that which ought to be known, and knowing which one attains supreme Bliss. That supreme Brahma, who is the lord of beginning less entities, is said to be neither Sat (being) nor Asat (non-being)."
13,13,सर्वतःपाणिपादं तत्सर्वतोऽक्षिशिरोमुखम्। सर्वतःशृुतिमल्लोके सर्वमावृत्य तिष्ठति॥१३॥,"वह सब और हाथ-पैरवाला, सब और नेत्र, सिर और मुखवाला तथा सब और कानवाला है। क्योंकि वह संसार में सबको व्याप्त करके स्थित है।","It has hands and feet on all sides, eyes, head and mouth in all directions, and ears all round; for it stands pervading all in the universe."
13,14,सर्वेन्द्रियगुणाभासं सर्वेन्द्रियविवर्जितम् । असक्तं सर्वभृच्चैव निर्गुणं गुणभोक्तृ च ॥१४॥,"वह सम्पूर्ण इन्द्रियों के विषयों को जानने वाला है, परन्तु वास्तव में सब इन्द्रियों से रहित है, तथा आसक्ति रहित होने पर भी सबका धारण- पोषण करने वाला और निर्गुण होने पर भी गुणों को भोगने वाला है ॥१४॥","Though perceiving all sense-objects it is, really speaking, devoid of all senses. Nay, though unattached, it is the sustainer of all nonetheless; and though attributeless, it is the enjoyer of qualities (the three modes of Prakrti)."
13,15,बहिरन्तश्च भूतानामचरं चरमेव च । सूक्ष्मत्वात्तदविज्ञेयं दूरस्थं चान्तिके च तत् ॥१५॥,"वह चर-अचर सब भूतों के बाहर-भीतर परिपूर्ण है, और चर-अचररूप भी वही है और वह सूक्ष्म होने से अविज्ञेय है तथा अति समीप में और दूर में भी स्थित वही है ॥१५॥","It exists without and within all beings, and constitutes the animate and inanimate creation as well. And by reason of Its subtlety, It is incomprehensible; it is close at hand and stand afar too. (13.15)"
13,16,अविभक्तं च भूतेषु विभक्तमिव च स्थितम् | भूतभर्तृ च तज्ज्ञं प्रसिद्धु प्रभविष्णु च ॥१६॥,वह परमात्मा विभाजन रहित एक रूप से आकाश के सदृश परिपूर्ण होने पर भी चराचर सम्पूर्ण भूतों में विभक्त-सा स्थित प्रतीत होता है। तथा वह जानने योग्य परमात्मा विष्णु रूप से भूतों को धारण- पोषण करने वाला और रूद्ररूप से संहार करने वाला तथा ब्रह्म रूप से सबको उत्पन्न करने वाला है ॥१६॥,"Though integral like space in its undivided aspect. It appears divided as it were in all animate and inanimate beings. And that godhead, which is the only object worth knowing, is the sustainer of beings (as Visnu), the destroyer (as Rudra) and the creator of all (as Brahma)."
13,17,ज्योतिषामपि तज्ज्योतिस्तमसः परस्तु यते | ज्ञानं ज्ञेयं ज्ञानगम्यं हदि सर्वस्य विष्टतम् ॥१७॥,"वह परब्रह्म ज्योतियों का भी ज्योति एवं माया से अत्यन्त परे कहा जाता है। वह परमात्मा बोधस्वरूप,","That is the light of all lights, beyond darkness; it is knowledge, the object of knowledge, and the goal of knowledge, the most subtle of all."
13,18,इति क्षेत्रं तथा ज्ञानं ज्ञेयं चोक्तं समासतः। मधुभक्त एतद्विज्ञाय मधुभावायोपपद्यते ॥१८॥,इस प्रकार क्षेत्र तथा ज्ञान और जानने योग्य परमात्मा का स्वरूप संक्षेप से कहा गया। मेरा भक्त इसको तत्त्व से जानकर मेरे स्वरूप को प्राप्त होता है॥१८॥,"Thus the truth of the Ksetra and knowledge, as well as of the object worth knowing, God has been briefly discussed; knowing this in reality, My devotee enters into My Being."
13,19,प्रकृतिं पुरुषं चैव विद्ध्यनादी उभावपि | विकारांश्च गुणांश्चैव विद्धि प्रकृतिसंभवान्॥१९॥,"प्रकृति और पुरुष, इन दोनों को ही तू अनादि जान। और राग-द्वेषादि विकारों को तथा त्रिगुणात्मक सम्पूर्ण पदार्थों को भी प्रकृति से ही उत्पन्न जान॥१९॥","Prakrti and Purusa, know both these as beginningless, and know all modifications such as likes and dislikes etc. and all objects constituted of the three Gunas as born of Prakrti."
13,20,कार्यकरणकर्तृत्वे हेतुः प्रकृतिरुच्यते | पुरुषः सुखदुःखानां भोक्तृत्वे हेतुरुच्यते॥२०॥,कार्य और कारण को उत्पन्न करने में हेतु प्रकृति कही जाती है और जीवात्मा सुख-दुःखों के भोकापन में अर्थात् भोगने में हेतु कहा जाता है॥२०॥,Prakrti is said to be responsible for bringing forth the evolutes and the instruments; while the individual soul is declared to be the cause of experience of joys and sorrows.
13,21,पुरुषः प्रकृतिस्थो हि भुञ्जते प्रकृतिजान्गुणान् । कारणं गुणसंगोऽस्य सदसयोर्निजन्मसु ॥ २१ ॥,प्रकृति में स्थित ही पुरुष प्रकृति से उत्पन्न त्रिगुणात्मक पदार्थों को भोगता है और इन गुणों का संग ही इस जीवात्मा के अच्छी-बुरी योनीयों में जन्म लेने का कारण है ॥२१॥,Only the Purusa seated in Prakrti senses objects of the nature of the three Gunas evolved from Prakrti. And it is contact with these Gunas that is responsible for the birth of this soul in good and evil wombs.
13,22,उपद्रष्टुमुनन्ता च भर्ता भोक्ता महेश्वरः । परमात्मेति चापुत्रो देहेऽस्मिनुरुरुषः परः ॥ २२ ॥,"इस देह में स्थित यह आत्मा वास्तव में परमात्मा ही है। वही साक्षी होने से उपद्रष्टा और यथार्थ सम्मति देने वाला होने से अनुमन्ता, सबका धारण- पोषण करने वाला होने से भर्ता, जीवरूप से भोक्ता, ब्रह्मा आदि का भी स्वामी होने से महेश्वर और शुद्ध सच्चिदानन्दचन होने से परमात्मा—ऐसा कहा गया है ॥२२॥","In this body, the soul is indeed the Supreme Soul. Being the witness, it is the seer; being the giver of true knowledge, it is the approver; being the sustainer of all, it is the supporter; being the enjoyer of life, it is the enjoyer; being the lord of Brahma and others, it is the great Lord; and being pure consciousness and bliss, it is called the Supreme Soul."
13,23,य एवं वैति पुरुषं प्रकृतिं च गुणेः सह। सर्वथा वर्तमानोऽपि न स भूयोऽभिजायते॥२३॥,"इस प्रकार पुरुष को और गुणों के सहित प्रकृति को जो मनुष्य तत्व से जानता है, वह सब प्रकार से कर्तव्य कर्म करता हुआ भी फिर नहीं जन्मता ॥२३॥","He who thus knows the Purusa (Spirit) and Prakrti (Nature) together with the Gunas,—even though performing his duties in every way, is never born again. (23)"
13,24,ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना । अन्ये सांख्येन योगेन कर्मयोगेन चापरे ॥२४॥,बुद्धि से ध्यान के द्वारा हृदय में देखते हैं; अन्य कितने ही ज्ञान योग के द्वारा और दूसरे कितने ही कर्मयोग के द्वारा देखते हैं अर्थात् प्राप्त करते हैं ॥२४॥,"Some by meditation behold the supreme Spirit in the heart with the help of their refined and sharp intellect; others realize It through the discipline of Knowledge, and others again, through the discipline of Action. (13.24)"
13,25,अन्ये लेवमजानन्तः शुत्वान्येषु उपासते। तेषिपि चातितरन्त्येव मृत्यं श्रुतिपरायणाः॥२५॥,"परन्तु इनसे दूसरे अर्थात् जो मंदबुद्धिवाले पुरुष हैं, वे इस प्रकार न जानते हुए दूसरों से अर्थात् तत्त्व के जानने वाले पुरुषों से सुनकर ही तदनुसार उपासना करते हैं और वे श्रवणपरायण पुरुष भी मृत्यु रूप संसार सागर को निःसंदेह तर जाते हैं॥२५॥","Other dull witted persons, however, not knowing thus, worship even as they have heard from others; and even those who are thus devoted to hearing, are able to cross the ocean of mundane existence in the shape of death. (25)"
13,26,यावत्संजायते किञ्चित्सत्त्वं स्थावरजङ्गमम् | क्षोत्रक्षेत्रज्ञसंयोगात्तद्भवति भारत || २६ ||,"हे अर्जुन ! जितने भी स्थावर-जंगम प्राणी उत्पन्न होते हैं, उन सबको तू क्षेत्र और क्षेत्रज्ञ के संयोग से ही उत्पन्न जान ।। २६ ।।","Arjuna, whatsoever being, animate or inanimate, is born, know it as emanated from the union of Ksetra (Matter) and the ksetrajña (Spirit)."
13,27,समं सर्वेषु भूतेषु तिष्ठन्तं परमेश्वरम् | विनश्यत्स्वविनश्यन्तं यः पश्यति स पश्यति || २७ ||,जो पुरुष नष्ट होते हुए सब चराचर भूतों में परमेश्वर को नाशरहित और समभाव से स्थित देखता है वही यथार्थ देखता है ।। २७ ।।,"He alone truly sees, who sees the supreme Lord as imperishable and abiding equally in all perishable beings, both animate and inanimate."
13,28,सर्वं पश्यन्ति सर्वत्र समवस्थितमीश्वरम् | न हिनस्त्यात्मनात्मानं ततो याति परं गतिम् ॥२८॥,"क्योंकि जो पुरुष सब में समभाव से स्थित परमेश्वर को समान देखता हुआ अपने द्वारा अपने को नष्ट नहीं करता, इससे वह परम गति को प्राप्त होता है ॥२८॥","For, he who kills not himself by himself be seeing the supreme Lord, equally present in all, as one, thereby reaches the supreme state."
13,29,प्रकृत्यैव च कर्माणि क्रियमाणानि सर्वशः | यः पश्यति तथात्मानमकर्तारं स पश्यति ॥२९॥,"और जो पुरुष सम्पूर्ण कर्मों को सब प्रकार से प्रकृति के द्वारा ही किये जाते हुए देखता है और आत्मा को अकर्ता देखता है, वही यथार्थ देखता है ॥२९॥","And he alone really sees, who sees all actions being performed in every way by Prakrti alone, and the Self as the non-doer."
13,30,यदा भूत्वपुथग्भावमें कस्थमनुपश्यति । तत एव च विस्तारं ब्रह्म संपधते तदा ॥३०॥,"जिस क्षण यह पुरुष भूतों के पृथक्-पृथक् भाव को एक परमात्मा में ही स्थित तथा उस परमात्मा से ही सम्पूर्ण भूतों का विस्तार देखता है, उसी क्षण वह सच्चिदानन्दधन ब्रह्म को प्राप्त हो जाता है ॥३०॥","The moment man perceives the diversified existence of beings as rooted in the one supreme Spirit, and the spreading forth of all beings from the same, that very moment he attains Brahma (who is Truth, Consciousness and Bliss solidified)."
13,31,अनादित्वाभिर्गुणत्वात्परमात्मायमध्ययः । शरीरस्थोऽपि कौन्तेय न करोति न लिप्यते ॥३१॥,हे अर्जुन! अनादि होने से और निर्गुण होने से यह अविनाशी परमात्मा शरीर में स्थित होने पर भी वास्तव में न तो कुछ करता है और न लिप्त ही होता है ॥३१॥,"O Arjuna! Being without beginning and devoid of qualities, this imperishable Supreme Soul, though residing in the body, neither acts nor is affected."
13,32,यथा सर्वगतं सौक्ष्म्यादाकाशं नोपलिप्यते । सर्वत्रावस्थितो देहे तथात्मा नोपलिप्यते ॥३२॥,"जिस प्रकार सर्वत्र व्याप्त आकाश सूक्ष्म होने के कारण लिप्त नहीं होता, वैसे ही देह में सर्वत्र स्थित आत्मा निर्गुण होने के कारण देह के गुणों से लिप्त नहीं होता ॥३२॥","As the all-pervading ether is not tainted by reason of its subtlety, so seated everywhere in the body, the Self is not affected by the attributes of the body due to its attributeless character."
13,33,यथा प्रकाशयतेकः कृत्स्नं लोकमिमं रवि: | क्षेत्रं क्षेत्री तथा कृत्स्नं प्रकाशयति भारत || ३३ ||,"हे अर्जुन! जिस प्रकार एक ही सूर्य इस सम्पूर्ण ब्रह्माण्ड को प्रकाशित करता है, उसी प्रकार एक ही आत्मा सम्पूर्ण क्षेत्र को प्रकाशित करता है ॥३३॥","O Arjuna! Just as the one sun illuminates the entire world, in the same way, the one Self illuminates the entire field."
13,34,क्षेत्रक्षेत्रज्ञोरेवमत्तं ज्ञानचक्षुषा । भूतप्रकृतिमोषं च ये विदुः पारम ॥३३॥,"इस प्रकार क्षेत्र और क्षेत्रज्ञ के भेद को तथा कार्य सहित प्रकृति से मुक्त होने को जो पुरुष ज्ञान-नेत्रों द्वारा तत्त्व से जानते हैं, वे महात्माजन परम ब्रह्म परमात्मा को प्राप्त होते हैं ॥३३॥","Arjuna, as the one sun illumines this entire universe, so the one Atma (Spirit) illumines the whole Ksetra (Field)."
14,1,परं भूयः प्रवक्ष्यामि ज्ञानानां ज्ञानमुत्तमम् | यज्ज्ञात्वा मुनयः सर्वे परं सिद्धिमितो गताः ॥1॥,"श्रीभगवान् बोले—ज्ञानों में भी अति उत्तम उस परम ज्ञान को मैं फिर कहूँगा, जिसको जानकर सब मुनिजन इस संसार से मुक्त होकर परम सिद्धि को प्राप्त हो गये हैं ॥1॥","Sri Bhagavan said: I shall discuss once more the supreme wisdom, the best of all wisdoms, acquiring which all sages have attained highest perfection, being liberated from this mundane existence."
14,2,इदं ज्ञानुगुप्तश्रित्य मम साधर्म्यमागताः । सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च ॥२॥,इस ज्ञान को आश्रय करके अर्थात् धारण करके मेरे स्वरूप को प्राप्त हुए पुरुष सृष्टि के आदि में पुनः उत्पन्न नहीं होते और प्रलयकाल में भी व्याकुल नहीं होते ॥२॥,"Those who, by practising this wisdom, have entered into My Being are not born again at the cosmic dawn nor feel disturbed even during the cosmic night."
14,3,मम योनिर्महद्ब्रह्म तस्मिन्भर्भ दधाम्यहम् । संभवः सर्वभूतानां ततो भवति भारत ॥३॥,हे अर्जुन! मेरी महत्त्व-ब्रह्म रूप मूल प्रकृति सम्पूर्ण भूतों की योनि है अर्थात् गर्भाधान का स्थान है और मैं उस योनि में चेतन-समुदाय रूप गर्भ को स्थापना करता हूँ। उस जड़-चेतन के संयोग से सब भूतों की उत्पत्ति होती है ॥३॥,"My primordial Nature, known as the great Brahman, is the womb from which all beings are born, O Bharata. I place the seed of consciousness in that womb, and from the union of the inert and the conscious, all beings come into existence."
14,4,सर्वयोनिषु कौन्तेय मूर्त्यः सम्भवन्ति याः | तासां ब्रह्म मह्योनिर्हं बीजप्रदः पिता || ४ ||,"हे अर्जुन ! नाना प्रकार की सब योनिों में जितनी मूर्तियाँ अर्थात् शरीर धारी प्राणी उत्पन्न होते हैं, प्रकृति तो उन सबकी गर्भ धारन करने वाली माता है और मैं बीज को स्थापना करने वाला पिता हूँ ॥ ४ ॥","Of all embodied beings that appear in all the species of various kinds Arjuna, Prakrti, or Nature is the conceiving Mother, while I am the seed-giving Father."
14,5,सत्त्वं रजस्तम इति गुणाः प्रकृतिसंभवाः | निबध्नन्ति महाबाहो देहे देहिनमव्ययम् || ५ ||,"हे अर्जुन ! सत्त्वगुण, रजोगुण और तमोगुण—ये प्रकृति से उत्पन्न तीनों गुण अविनाशी जीवात्मा को शरीर में बाँधते हैं ॥ ५ ॥","Sattva, Rajas and Tamas—these three qualities born of Prakriti bind the imperishable soul to the body, O mighty-armed Arjuna."
14,6,तत्र सत्‍वं निर्मलत्वात् प्रकाशकमनामयम् । सुखसंगेन बन्ध्नाति ज्ञानसंगेन चानघ ॥ ६ ॥,"हे निष्पाप! उन तीनों गुणों में सत्‍वगुण तो निर्मल होने के कारण प्रकाश करने वाला और विकार रहित है, वह सुख के संबंध से और ज्ञान के संबंध से अर्थात् उसके अभिमान से बाँधता है ॥ ६ ॥","Of these Sattva, being immaculate, is illuminating and flawless, Arjuna; it binds through identification with joy and wisdom."
14,7,रजो रागात्मकं विद्धि तृष्णासंगसमुद्भवम् । तन्मिबन्धति कौन्तेय कर्मसंगे देहिनम् ॥ ७ ॥,हे अर्जुन! राग रूप रजोगुण को कामना और आसक्ति से उत्पन्न जान। वह इस जीवात्मा को कर्मों के और उनके फल के संबंध से बाँधता है ॥ ७ ॥,"Know that Rajas, which is passionate, born of desire and attachment, O son of Kunti, binds the embodied soul by attachment to actions and their fruits."
14,8,तमस्तज्ज्ञानजं विद्धि मोहं सर्वदेहिनाम्। प्रमादालस्यनिद्राभिस्तत्त्वबद्धमिति भारत ॥८॥,"हे अर्जुन ! सब देहाभिमानियों को मोहित करने वाले तमोगुण को तो अज्ञान से उत्पन्न जान। वह इस जीवात्मा को प्रमाद, आलस्य और निद्रा के द्वारा बाँधता है ॥८॥","And know, Tamas, the deluder of all those who look upon the body as their own self, as born of ignorance. It binds the soul through error, sloth and sleep, Arjuna! (8)"
14,9,सत्त्वं सुखे संजम्यति रजः कर्मणि भारत। ज्ञानमात्रत्व तु तमः प्रमादं संजयत्युत ॥६॥,हे अर्जुन ! सत्त्वगुण सुख में लगाता है और रजोगुण कर्म में। तथा तमोगुण तो ज्ञान को ठक्कर प्रमाद में भी लगाता है ॥६॥,"Sattva, O Bharata, is engaged in happiness; Rajas in action; and Tamas, born of ignorance, deludes all beings by causing error. (6)"
14,10,रजस्तमश्चाभिभूय सत्त्वं भवति भारत । रजः सत्त्वं तमश्चैव तमः सत्त्वं रजस्तथा ॥१०॥,"हे अर्जुन! रजोगुण और तमोगुण को दबाकर सत्त्वगुण होता है और सत्त्वगुण तथा तमोगुण को दबाकर रजोगुण, वैसे ही सत्त्वगुण और रजोगुण को दबाकर तमोगुण होता है अर्थात बढ़ता है ॥१०॥","Overpowering Rajas And Tamas, Sattva prevails; overpowering Sattva and Tamas, Rajas prevails even so, overpowering Sattva and Rajas, Tamas, Rajas prevails even so, overpowering Sattva and Rajas, Tamas. (10)"
14,11,सर्वदारेषु देहेऽस्मिन् प्रकाश उपजायते । ज्ञानं यदा तदा विद्याद्विद्वद्दृढसत्त्वमुत ॥११॥,"जिस समय इस देह में तथा अन्तःकरण और इन्द्रियों में चेतनता और विवेकशक्ति उत्पन्न होती है, उस समय ऐसा जानना चाहिये कि सत्त्वगुण बढ़ा है ॥११॥","At the time when light arises in all the organs of the body, knowledge arises, and the wise one becomes firm in Sattva."
14,12,लोभः प्रवृत्तिरारम्भः कर्मणामशमः स्पृहा । राजस्येतानि जायन्ते विवृद्धे भरतर्षभ ॥१२॥,"हे अर्जुन ! रजोगुण के बढ़ने पर लोभ प्रवृत्ति, स्वार्थ बुद्धि से कर्मों का सकाम भाव से आरम्भ, अशान्ति और विषय भोगों की लालसा—ये सब उत्पत्र होते हैं ॥ १२ ॥","With the preponderance of Rajas, Arjuna, greed, activity, undertaking of actions with an interested motive, restlessness and a thirst for enjoyment make their appearance. (12)"
14,13,अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च । तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन ॥१३॥,"हे अर्जुन! तमोगुण के बढ़ने पर अन्तःकरण और इन्द्रियों में अज्ञान, कर्तव्य-कर्मों में अप्रवृत्ति और प्रमाद अर्थात् व्यर्थ चेष्टा और निद्रादि अन्तःकरण की मोहिनी वृत्तियाँ—ये सब ही उत्पन्न होते हैं ॥१३॥","With the growth of Tamas, Arjuna, obtuseness of the mind and senses, disinclination to perform one’s obligatory duties, frivolity and stupor—all these appear. (14.13)"
14,14,यदा सत्त्वे प्रबुद्धे तु प्रलं यति देहभृत् । तदोतमविदां लोकानमलानप्रतिपद्यते ॥१४॥,"जब यह मनुष्य सत्त्वगुण की वृद्धि में मृत्यु को प्राप्त होता है, तब तो उत्तम कर्म करने वालों के निर्मल दिव्य स्वर्गादि लोकों को प्राप्त होता है ॥१४॥","When a man dies during the preponderance of Sattva, he obtains the stainless ethereal world (heaven, etc.) attained by men of noble deeds."
14,15,रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते । तथा प्रलीनस्तमसि मूढयोनिषु जायते ॥१५॥,"रजोगुण के बढ़ने पर मृत्यु को प्राप्त होकर कर्मों की आसक्ति वाले मनुष्यों में उत्पन्न होता है; तथा तमोगुण के बढ़ने पर मरा हुआ मनुष्य कीट, पशु आदि मूढ़योनियों में उत्पन्न होता है ॥१५॥","Dying when Rajas predominates, he is born among those attached to action; even so the man who has expired during the preponderance of Tamas is reborn in the species of stupid creatures, such as insects, and beasts etc. (14.15)"
14,16,कर्मणः सुकृतस्याहं सात्मिकं निर्मलं फलम् । रजस्तु फलं दुःखमज्ञानं तमसः फलम् ॥१६॥,"श्रेष्ठ कर्म का तो सात्त्विक अर्थात् सुख, ज्ञान और वैराग्यादि निर्मल फल कहा है; राजस कर्म का फल दुःख एवं तामस कर्म का फल अज्ञान कहा है ॥१६॥","The reward of a righteous act, they say, is Sattvika and faultless (in the shape of joy, wisdom and dispassion etc.); sorrow is declared to be the fruit of a Rajasika act and ignorance, the fruit of a Tamasika act."
14,17,सत्त्वात्संजायते ज्ञानं रजसो लोभ एव च । प्रमादमोहो तमसो भवतोज्ञानमेव च ॥१७॥,सत्त्वगुण से ज्ञान उत्पन्न होता है और रजोगुण से निस्सन्देह लोभ; तथा तमोगुण से प्रमाद और मोह उत्पन्न होते हैं और अज्ञान भी होता है ॥१७॥,"Wisdom follows from Sattva, and greed, undoubtedly, from Rajas, likewise obstinate error, stupor and also ignorance follow from Tamas."
14,18,ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसाः । जघन्यगुणवृत्तिस्तथा अधो गच्छन्ति तामसाः ॥१८॥,"सत्त्वगुण में स्थित पुरुष स्वर्गादि उच्च लोकों को जाते हैं, रजोगुण में स्थित राजस पुरुष मध्य में अर्थात् मनुष्यलोक में ही रहते हैं और तमोगुण के कार्यरूप निद्रा, प्रमाद और आलस्यादि में स्थित तामस पुरुष अधोगति को अर्थात् कीट, पशु आदि नीच योनियों को तथा नरकों को प्राप्त होते हैं ॥१८॥",Those established in Sattva ascend upwards; those in Rajas remain in the middle; and those in Tamas go downwards.
14,19,नान्यं गुणेभ्यः कर्तारं यदा दृष्तानुपश्यति । गुणेभ्यश्च परं वेत्ति मद्भावं सोऽधिगच्छति ॥१९॥,"जिस समय दृष्टा तीनों गुणों के अतिरिक्त अन्य किसी को कर्ता नहीं देखता और तीनों गुणों से अत्यन्त परे सच्चिदानन्दधन स्वरूप मुझ परमात्मा को तत्व से जानता है, उस समय वह मेरे स्वरूप को प्राप्त होता है ॥१९॥","When the seer perceives no agent other than the three Gunas; and realizes Me, the supreme Spirit standing entirely beyond these Gunas, he enters into My Being. (19)"
14,20,गुणानेतानतीत्य त्रीन्देही देहसमुद्भवान् । जन्ममृत्युजरादुःखैर्विमुक्तोऽमृतमश्नुते ॥२०॥,"गुणों को उल्लंघन करके जन्म, मृत्यु, जरा अवस्था और सब प्रकार के दुःखों से मुक्त हुआ परमआनन्द को प्राप्त होता है ॥२०॥","Having transcended the aforesaid three Gunas, which have caused the body, and freed from birth, death, old age and all kinds of sorrow, this soul attains supreme bliss. (14.20)"
14,21,कैलीङ्गीनिगुणनेतानतीतो भवति प्रभो। किमाचारः कथं चैतांगीणगुणानतिवर्तते॥ २१ ॥,अर्जुन बोले—इन तीनों गुणों से अतीत पुरुष किन-किन लक्षणों से युक्त होता है और किस प्रकार के आचरणों वाला होता है; तथा हे प्रभो! मनुष्य किस उपाय से इन तीनों गुणों से अतीत होता है॥ २१ ॥,"Arjuna said: What are the marks of him who has risen above the three Gunas, and what is his conduct? And how, Lord, does he rise above the three Gunas?"
14,22,प्रकाशं च प्रवृत्तिं च मोहमेव च पाण्डव। न दृष्टि संपृत्तानि न निवृत्तानि काङ्क्षति॥२२॥,श्रीभगवान बोले—हे अर्जुन! जो पुरुष सत्त्वगुण के कार्यरूप प्रकाश को और रजोगुण के कार्यरूप प्रवृत्ति को तथा तमोगुण के कार्यरूप मोह को भी न तो प्रवृत्त होने पर उनसे द्वेष करता है और न निवृत्त होने पर उनकी आकाङ्क्षा करता है॥२२॥,"Sri Bhagavan said: Arjuna, he who hates not light (which is born of Sattva) and activity (which is born of Rajas) and even stupor (which is born of Tamas), when prevalent, nor longs for them when they have ceased."
14,23,उदासीनवदासीनो गुणैर्यः न विचाल्यते। गुणा वर्तन्त इत्येव यौत्वतिष्ठति नैङ्गते॥२३॥,जो साक्षी के सदृश स्थित हुआ गुणों के द्वारा विचलित नहीं किया जा सकता और गुण ही गुणों में बरतते हैं—ऐसा समझता हुआ जो सच्चिदानन्दघन परमात्मा में एकीभाव से स्थित रहता है एवं उस स्थिति से कभी विचलित नहीं होता॥२३॥,"He who is indifferent to the modes of nature, and who remains unshaken, knowing that the modes act on the modes, remains established in the Self and is never shaken."
14,24,समदुःखसुखः स्वस्थः समलोष्टाश्मकाञ्चनः | तुल्यप्रियाप्रियो धीरस्तुल्यनिन्दात्मसंसृतिः || २४ ||,"जो निरंतर आत्मभाव में स्थित, दुःख-सुख को समान समझने वाला, मिट्टी, पत्थर और स्वर्ण में समान भाव वाला, ज्ञानी, प्रिय तथा अप्रिय को एक-सा मानने वाला और अपनी निन्दा-स्तुति में भी समान भाव वाला है ॥२४॥","He who is ever established in the Self, takes woe and joy alike, regards a clod of earth, a stone and a piece of gold as equal in value, is possessed of wisdom, perceives the pleasant as well as the unpleasant in the same spirit, and views censure and praise alike."
14,25,"मानापमानयोस्तुल्यस्तुल्यो मित्रारिपक्षयोः | सर्वारम्भपरित्यागी गुणातीता: स उच्यते || २५ || पक्षं में भी सम है एवं सम्पूर्ण आरम्भों में कर्तपिन के अभिमान से रहित है, वह पुरुष गुणातीत कहा जाता है ॥२५॥","जो मान और अपमान में सम है, मित्र और बैरी के पक्ष में भी सम है एवं सम्पूर्ण आरम्भों में कर्तपिन के अभिमान से रहित है, वह पुरुष गुणातीत कहा जाता है।","He who is indifferent to honour and ignominy; is alike to the cause of a friend as well as to that of an enemy, and has renounced the senses of doership in all undertakings, is said to have risen above the three Gunas. (25)"
14,26,मां च योगव्यभिचारिण भक्ति योगेन सेवते। स गुणान्समतीत्यैतान्ब्रह्मभूयाय कल्पते॥२६॥,"जो पुरुष व्यभिचारी भक्ति योग के द्वारा मुझ को निरन्तर भजता है, वह भी इन तीनों गुणों को भलीभाँति लाँघकर सच्चिदानन्दधन ब्रह्म को प्राप्त होने के लिये योग्य बन जाता है॥२६॥","He too who constantly worships Me through the Yoga of exclusive devotion,—transcending these three Gunas, becomes eligible for attaining Brahma. (26)"
14,27,ब्रह्मणो हि प्रतिष्ठाहमृतस्याव्ययस्य च । शाश्वतस्य च धर्मस्य सुखस्यैकान्तिकस्य च ॥ २७ ॥,क्योंकि उस अविनाशी परब्रह्म का और अमृत का तथा नित्य धर्म का और अखण्ड एकरस आनन्द का आश्रय मैं हूँ इसलिए इनका मैं परम आश्रय हूँ ॥ २७ ॥,"For, I am the ground of the imperishable Brahma, of immortality, of the eternal virtue and of unending immutable bliss. (27)"
15,1,ऊर्ध्वमूलमधःशाखमश्वत्थं प्राहुरव्ययम् | छन्दांसि यस्य पर्णानि यस्तं वेद वेदवित् || १५-१ ||,"श्रीभगवान बोले—आदि पुरुष परमेश्वर रूप मूल वाले और ब्रह्मा रूप मुख्य शाखा वाले जिस संसार रूप पीपल के वृक्ष को अविनाशी कहते हैं; तथा वेद जिसके पत्ते कहे गये हैं—उस संसार रूप वृक्ष को जो पुरुष मूल सहित तत्व से जानता है, वह वेद के तात्पर्य को जानने वाला है || १ ||","Sri Bhagavan said: He who knows the pipal tree (in the form of creation); which is said to be imperishable, having its root above and branches below, and whose leaves are the Vedas—he alone knows the Vedas."
